id,review,Usa,Sup,Dep,Per
3698,"Well worth the 4.It's far better than any of he other editing apps I've used.  Some features and the workflow are a little weird, but it's very effective and full of features.    ",0,0,0,0
3699,This app is the bomb So glad I stumbled upon it. Makes editing photos a snap    ,0,0,0,0
3700,Looking for a fast and powerful pic editor You just found it    ,0,0,0,0
3701,By far the best photo editing app available. Absolutely love it    ,0,0,0,0
3702,I truly love this app. But I load my dslr photos for editing. Can you make it not reduce pixel size    ,0,0,0,0
3703,"It does what it says. Haven't used everything yet, but it's great for editing photos. Especially good to delete items you don't want in your photo.    ",0,0,0,0
3704,I've looked through multiple picture apps.  This app is the most user friendly one I've had. And the most options for the price.    ,0,0,0,0
3705,The tutorials are an excellent way to learn exactly what you want to do so that you can experience the app to the fullest and create masterpieces    ,0,0,0,0
3706,A must have app if you are in to editing pictures    ,0,0,0,0
3707,Does it all. I've deleted every other photo app.    ,0,0,0,0
3708,I have been doing graphics design and editing for well over 20 years and this is truly my dream app. This app has taken something that has a very steep learning curve and made it ridiculously user friendly. The GUI is perfect by design. The effects are incredible It will accommodate any level user to create amazing results. You truly are only limited by your right brain creativity to produce incredible works of art. The splash screen for an image editor is the best indicator for what an app can do... And this one will not let you down    ,0,0,0,0
3709,Best picture editing app I have used on the market.    ,0,0,0,0
3710,"Love this app  Great work, pat yourselves on the back. Thank you    ",0,0,0,0
3711,"I love this app so much, but the interface could be a little easier too access.    ",1,0,0,0
3712,This app makes photo editing so easy and enjoyable for me. One would be hard pressed to find a better iOS alternative.    ,0,0,0,0
3713,"Too many tutorials, and I still can't figure out how to do the pic that made me buy the app. Really, I want my money back. I will never use this app.     ",1,0,0,0
3714,"No this app isn't as good as photoshop, but if you take basic photos or better use raw capture apps for your camera you can get some amazing pictures. Interface is easy to use and the only limit is your artistic ability, but even for basic users this app is great just by changing simple things like contrast brightness and white balance you can take an average photo and make it great.    ",0,0,0,0
3715,I'm very experienced with photoshop and this app is more difficult and confusing than any editing software I've ever used. It seemed like it would be user friendly and useful but really wasn't the case once I tried using it. I bought the app today but I doubt I will ever use it again. I'll be deleting from my device as soon as I finish this review and continue to use photoshop.     ,1,0,0,0
3716,Really like this app so far. You can create so many unique pieces of art. Well worth the 3.99.    ,0,0,0,0
3717,Enlight is complete in what's basic to photoshop images but it goes beyond the basics as well. I always start correcting my images with enlight. I love working w it.    ,0,0,0,0
3718,"I still learn, saw on FB tutorial but I am deaf not understand what he say, but, hope website tutorial can show you how it work will be help me or any body else deaf can understand on live video no closed caption.  but awesome almost same photoshop.. but this one little tough one..  thanks    ",1,0,0,0
3719,I have played around with the features and truly love it. Well worth the price...    ,0,0,0,0
3720,This is a very good for editing I love it    ,0,0,0,0
3721,It is truly the best photo editing app out there. I have used it for years now because it never crashes and always gives me the product I want. A must have for all pro photographers.    ,0,0,0,0
3722,"If you like to eat mushrooms and make pictures of your friends getting smacked in the face with Filet O' Fish sandwiches, this is your goto app.  It is tons of fun.  Not good for serious design jobs, but it's a very quick way to create engaging images for blogs or Facebook dickery.  A must have.    ",0,0,0,0
3723,Is there a way to get this app into a PC    ,0,0,0,0
3724,Horrible. Complicated. Isn't what I expected. Please make it simple to use.     ,1,0,0,0
3725,"My initial review was based on a bad download. Great user support, wonderful capabilities. I've not used any of my other editors since. I would give it ten stars if I could    ",0,0,0,0
3726,Lots of options. Plenty of tools. Turns otherwise throwaway photos into works or art.    ,0,0,0,0
3727,Love this app... really enjoy the tutorials. Ive learned so many new techniques and have fun editing .... not getting frustrated     ,0,0,0,0
3728,"I've used a lot of apps for photo editing and this one is by far the best with the best price. This is my go to for any editing. And if you're ever running out of ideas, their instagram page will give you inspiration to come up with something creative. All around great app    ",0,0,0,0
